27	63	1
42	63	0
58	63	2
59	63	2
2	64	6
6	64	6
9	64	0
13	64	5
32	64	5
47	64	5
60	64	5
63	64	0
0	65	0
17	65	5
20	65	5
27	65	5
56	65	4
63	65	1
24	66	0
44	66	5
48	66	5
59	66	1
65	66	0
16	67	2
41	67	2
46	67	7
49	67	7
53	67	7
7	68	6
8	68	6
15	68	0
21	68	6
22	68	6
50	68	2
51	68	7
67	68	0
4	69	1
11	69	4
24	69	4
28	69	5
50	69	4
20	70	4
27	70	5
43	70	0
56	70	5
62	70	5
65	70	4
69	70	1
14	71	3
18	71	6
31	71	5
34	71	5
38	71	3
54	71	7
60	71	0
61	71	5
2	72	2
3	72	6
10	72	4
40	72	6
52	72	4
71	72	0
7	73	1
46	73	7
49	73	7
53	73	7
67	73	7
2	74	2
3	74	7
5	74	4
10	74	4
40	74	4
52	74	6
72	74	6
73	74	0
20	75	1
44	75	5
48	75	5
57	75	5
66	75	6
20	76	5
27	76	5
56	76	5
59	76	2
62	76	5
66	76	2
70	76	6
75	76	2
7	77	8
8	77	6
21	77	6
22	77	6
51	77	6
73	77	1
7	78	6
8	78	6
22	78	7
23	78	2
28	78	1
50	78	3
51	78	7
68	78	7
77	78	6
19	79	6
29	79	7
30	79	7
31	79	2
35	79	6
43	79	1
55	79	7
29	80	4
37	80	1
79	80	2
3	81	4
5	81	5
10	81	5
16	81	0
40	81	4
72	81	4
7	82	1
29	82	3
30	82	2
39	82	1
74	82	0
77	82	1
80	82	3
81	82	0
46	83	7
49	83	8
53	83	7
67	83	7
69	83	1
73	83	7
81	83	1
3	84	4
5	84	7
10	84	5
24	84	0
49	84	1
52	84	4
74	84	4
81	84	6
83	84	2
6	85	0
12	85	4
14	85	5
26	85	4
31	85	2
38	85	4
43	85	5
80	85	0
44	86	5
48	86	7
53	86	1
57	86	5
66	86	5
75	86	5
80	86	1
17	87	6
20	87	5
24	87	0
56	87	4
62	87	4
65	87	5
86	87	0
46	88	7
49	88	7
53	88	7
58	88	1
67	88	7
69	88	1
73	88	7
83	88	8
1	89	7
25	89	7
33	89	7
37	89	7
45	89	7
55	89	0
88	89	0
0	90	1
5	90	1
8	90	0
11	90	5
23	90	1
24	90	4
28	90	4
50	90	4
69	90	4
29	91	1
44	91	5
48	91	5
57	91	5
66	91	5
69	91	0
80	91	3
86	91	6
15	92	1
35	92	0
48	92	5
57	92	5
61	92	0
66	92	5
75	92	5
86	92	5
91	92	5
0	93	6
4	93	6
9	93	6
16	93	6
23	93	6
41	93	6
80	93	2
82	93	1
91	93	1
19	94	6
29	94	8
30	94	7
34	94	1
35	94	7
55	94	6
79	94	7
80	94	3
82	94	3
17	95	4
27	95	5
37	95	0
56	95	5
62	95	6
69	95	1
70	95	6
76	95	5
87	95	4
17	96	5
20	96	5
27	96	4
48	96	0
56	96	4
65	96	6
76	96	4
87	96	5
5	97	2
11	97	1
58	97	2
59	97	2
63	97	3
86	97	0
5	98	6
10	98	5
40	98	4
48	98	0
52	98	4
77	98	0
81	98	5
84	98	5
97	98	1
14	99	3
18	99	5
31	99	6
34	99	5
54	99	6
61	99	5
71	99	6
85	99	2
89	99	0
2	100	5
6	100	5
13	100	5
15	100	5
32	100	6
39	100	6
47	100	6
64	100	5
82	100	1
99	100	0
1	101	0
19	101	6
29	101	6
30	101	6
35	101	6
51	101	0
55	101	6
58	101	0
79	101	6
94	101	6
3	102	4
10	102	4
40	102	6
52	102	5
72	102	6
74	102	5
98	102	4
100	102	0
1	103	7
25	103	7
33	103	7
37	103	7
45	103	7
70	103	0
89	103	7
102	103	0
0	104	6
4	104	6
9	104	6
11	104	0
16	104	7
23	104	6
41	104	7
67	104	3
72	104	0
87	104	0
93	104	6
1	105	7
25	105	7
33	105	7
37	105	8
45	105	8
62	105	1
80	105	1
89	105	7
103	105	7
2	106	5
6	106	5
13	106	6
15	106	6
25	106	0
32	106	5
39	106	5
56	106	0
60	106	6
64	106	5
92	106	1
5	107	4
10	107	6
40	107	4
72	107	4
75	107	0
81	107	6
84	107	4
88	107	0
98	107	6
102	107	4
4	108	1
7	108	6
9	108	2
21	108	6
22	108	7
51	108	6
68	108	6
77	108	6
78	108	6
1	109	7
25	109	7
30	109	1
33	109	7
37	109	7
45	109	7
63	109	0
79	109	1
89	109	7
103	109	7
105	109	7
13	110	0
24	110	0
46	110	7
49	110	7
53	110	7
67	110	7
73	110	7
80	110	0
83	110	7
88	110	7
7	111	6
8	111	6
21	111	7
23	111	1
46	111	1
51	111	6
64	111	0
68	111	6
77	111	6
78	111	7
108	111	6
44	112	4
52	112	0
57	112	4
63	112	1
66	112	4
75	112	4
91	112	4
92	112	4
96	112	0
97	112	1
17	113	5
20	113	6
28	113	0
59	113	1
65	113	5
70	113	4
76	113	5
87	113	5
95	113	4
96	113	5
15	114	0
46	114	7
49	114	7
53	114	7
58	114	1
67	114	8
73	114	7
83	114	7
88	114	8
104	114	1
110	114	7
